m/z;Intensity
27.0234751;3.323123889
43.01838972;13.26607341
45.03403978;2.587988894
51.0234751;1.767703297
53.03912516;1.034690148
55.01838972;1.239728789
69.03403978;0.693416725
79.01838972;0.453988916
79.05477522;1.389554323
81.07042529;0.436199628
90.03437413;1.800993637
91.01838972;0.429915544
92.05002419;1.473557568
103.0547752;6.981155876
104.0500242;0.792349196
105.0340398;0.616946234
106.0292887;0.38004671
106.0656743;0.792729323
115.0183897;0.930352514
116.0500242;11.42910929
117.0340398;0.670147955
118.0656743;7.007538881
120.0449388;0.452415799
130.0656743;13.4639092
131.0496898;4.393615827
132.0449388;0.733323803
133.0653399;2.178845792
134.0605889;1.435776488
142.0656743;11.02399136
144.0449388;5.580371039
160.0762389;1.240439946
