m/z;Intensity
27.0234751;1.175973027
43.01838972;10.49279591
45.03403978;5.644094484
47.04968984;2.141979237
55.01838972;0.755941034
59.04968984;1.044476428
71.01330434;1.281971269
73.0289544;0.699477356
75.04460446;0.995196433
83.01330434;1.218989889
85.0289544;3.986319151
87.04460446;4.127810529
89.02386902;1.867203431
89.06025453;0.938452196
97.0289544;1.103455225
99.04460446;2.49411451
101.023869;0.820067349
101.0602545;1.445165094
103.0395191;1.537853987
115.0395191;2.191398395
117.0551691;3.335802689
119.0344337;1.075357868
119.0708192;1.009225274
127.0395191;4.788031136
129.0551691;21.63633415
131.0708192;5.570118818
145.0500838;3.616035393
147.0657338;3.361691306
149.0813839;0.688220254
157.0500838;5.887929744
175.0606485;3.068518441
