"Scan #567",""
"m/z","Intensity"
"100.00238800049","12.02499961853"
"100.38924407959","24.008333206177"
"100.40690612793","15.875"
"100.41126251221","15.03125"
"100.424949646","9.347222328186"
"100.52415466309","5.2249999046326"
"100.66721343994","68.053573608398"
"100.67971038818","15.02499961853"
"101.41119384766","7"
"101.42687988281","9.0625"
"101.87762451172","21.347221374512"
"101.884765625","21.125"
"101.89810943604","6.0178570747375"
"102.08982849121","106.22368621826"
"102.10865020752","13"
"102.11713409424","5.0416665077209"
"102.16857910156","14.0625"
"102.21588134766","7.0250000953674"
"102.2915802002","27.102272033691"
"102.32104492188","7.0250000953674"
"102.32989501953","6.0833334922791"
"102.85935211182","32.086540222168"
"102.86663818359","20"
"102.98941802979","11.22500038147"
"103.42009735107","43.666667938232"
"103.43291473389","19.322368621826"
"104.17166900635","23.44642829895"
"104.95919799805","45.920455932617"
"104.96832275391","16.083333969116"
"104.97870635986","12.5625"
"105.06239318848","23.44642829895"
"105.06953430176","94.841217041016"
"105.08267211914","33.022727966309"
"105.15031433105","16.075000762939"
"105.15740966797","5.0178570747375"
"105.16992950439","17.075000762939"
"105.19700622559","6.125"
"105.26575469971","14.083333015442"
"105.27631378174","19.22500038147"
"105.28897857666","5.2249999046326"
"105.91934204102","11.017857551575"
"105.926612854","6.0625"
"106.91451263428","17.160715103149"
"106.94470977783","47.035713195801"
"106.99494934082","89.015625"
"107.00166320801","67.900001525879"
"107.00859832764","26.5625"
"107.01835632324","10.017857551575"
"107.025390625","6.0833334922791"
"107.03353881836","6.5"
"107.43984985352","9.1999998092651"
"107.47194671631","11.083333015442"
"107.92052459717","5.0250000953674"
"108.01876831055","25.285715103149"
"108.02372741699","22.796052932739"
"108.7028503418","22.25"
"108.71064758301","22.008333206177"
"109.30240631104","9"
"109.39963531494","58.400001525879"
"109.41236114502","9.0416669845581"
"109.42904663086","5.0178570747375"
"109.59084320068","7.0500001907349"
"110.04437255859","53.148811340332"
"110.12051391602","47.075000762939"
"110.14073181152","5.0250000953674"
"110.22496795654","50.291667938232"
"110.23114776611","24.799999237061"
"110.32131195068","9.0500001907349"
"110.33408355713","11"
"110.59872436523","20.183822631836"
"111.04545593262","185.13043212891"
"111.05911254883","52.166667938232"
"111.06578063965","28.005952835083"
"111.0765838623","60.570945739746"
"111.08860015869","17.125"
"111.10099029541","6.25"
"111.15719604492","11.5"
"111.30439758301","37.666667938232"
"111.32112121582","9.125"
"111.43550109863","24.041666030884"
"111.44631958008","18"
"111.97889709473","26.011363983154"
"111.98918151855","11.333333015442"
"112.91275024414","11.041666984558"
"113.55296325684","20.778846740723"
"113.56408691406","6.25"
"114.15280151367","21.013889312744"
"114.44030761719","27.284090042114"
"114.45194244385","8"
"114.55168151855","29.5625"
"114.56545257568","31.0178565979"
"114.57464599609","12.011363983154"
"114.68820953369","7.25"
"115.58904266357","32.5625"
"115.5970916748","44.041667938232"
"115.60710906982","10"
"115.61599731445","9.125"
"115.66172027588","15.125"
"115.67394256592","6.125"
"115.70686340332","42.125"
"115.72619628906","7.125"
"115.76499176025","6.5"
"115.77791595459","40.326923370361"
"115.80144500732","5.013888835907"
"116.00595092773","11.5625"
"116.62712860107","20.444444656372"
"116.7479095459","40.444442749023"
"116.75997924805","9.3333330154419"
"116.76901245117","6.625"
"117.05870819092","176.29025268555"
"117.07061004639","54.083332061768"
"117.08102416992","20.5625"
"117.09250640869","12.347222328186"
"117.10245513916","6.013888835907"
"117.52890014648","10.25"
"117.94622039795","9.0625"
"118.06553649902","157.61000061035"
