"Scan #585",""
"m/z","Intensity"
"100.15540313721","11.125"
"100.26630401611","20.0625"
"100.2787399292","8"
"100.71168518066","17.041666030884"
"100.78713989258","16.125"
"101.28804779053","7.125"
"101.40216827393","5.0833334922791"
"101.69406890869","45.680557250977"
"101.70447540283","19.450000762939"
"102.15801239014","15.75"
"102.16530609131","21.799999237061"
"102.17197418213","29.200000762939"
"102.18340301514","7.125"
"102.19090270996","6.0178570747375"
"102.21022033691","11.06617641449"
"102.85173034668","45.778846740723"
"103.02856445312","14.011363983154"
"103.05529022217","116.125"
"103.07543182373","17.680555343628"
"103.0887298584","9.25"
"103.09515380859","6.125"
"103.11354827881","23.89999961853"
"103.12229156494","5.2249999046326"
"103.17405700684","5.25"
"104.06941986084","123.28928375244"
"104.08841705322","15.5"
"104.12335205078","7.4464287757874"
"104.1309967041","26.041666030884"
"104.17617034912","16.28125"
"104.55806732178","26.200000762939"
"104.64307403564","18.086538314819"
"105.04553985596","94.142242431641"
"105.06452178955","12.011363983154"
"105.07164764404","7"
"105.36797332764","24.57142829895"
"105.38527679443","5.0250000953674"
"105.44882202148","19.44642829895"
"105.45699310303","35.322368621826"
"105.47149658203","20.8928565979"
"105.49739074707","19.408332824707"
"105.51727294922","87.003204345703"
"105.52454376221","31.02499961853"
"105.5378112793","8.875"
"105.74406433105","104.00357055664"
"105.76190948486","12"
"105.93372344971","42.160713195801"
"105.94766235352","14.102272987366"
"105.96451568604","24.556818008423"
"105.9701461792","8.625"
"105.98355865479","7.013888835907"
"106.07888031006","28.347221374512"
"106.18663787842","11.875"
"106.60444641113","34.640625"
"106.61036682129","9.0178575515747"
"106.6499786377","14.013889312744"
"106.65916442871","5.0416665077209"
"106.94400024414","88.285713195801"
"106.99462890625","5.1607141494751"
"107.04866027832","21.075000762939"
"107.06230926514","100.5"
"107.07685852051","18.160715103149"
"107.08448028564","17.066177368164"
"107.09226226807","10.800000190735"
"107.27368164062","27.160715103149"
"107.28643798828","19.25"
"107.40218353271","46.75"
"107.41146850586","18.160715103149"
"107.41951751709","12.347222328186"
"107.42671203613","6.2249999046326"
"107.43644714355","5.125"
"107.81311035156","35.799999237061"
"107.99875640869","5.5"
"108.34873199463","22.408332824707"
"108.77557373047","25.135869979858"
"108.78762054443","20.333333969116"
"108.79456329346","11.125"
"109.02814483643","126.34782409668"
"109.05993652344","9.347222328186"
"109.07948303223","5.125"
"109.16776275635","9.125"
"109.94673156738","52.008335113525"
"109.95442199707","21.041666030884"
"110.03548431396","55.923076629639"
"110.0471496582","28.160715103149"
"110.05422973633","6.125"
"110.48257446289","16.125"
"110.49066925049","7.25"
"111.60511779785","48.75"
"111.61334991455","13.083333015442"
"111.61989593506","13.160714149475"
"111.717628479","17"
"111.72743225098","6.75"
"112.70107269287","24.901315689087"
"112.71112823486","11.02499961853"
"112.71901702881","5.3333334922791"
"113.34853363037","7"
"113.56687927246","7"
"114.02089691162","8.0500001907349"
"114.11893463135","29.25"
"114.12663269043","8.1999998092651"
"114.86560058594","26"
"114.87089538574","20.8928565979"
"115.92873382568","6.125"
"116.23472595215","16.556818008423"
"116.25998687744","19.125"
"116.53137969971","31"
"116.53887939453","10"
"116.70355224609","68.008331298828"
"116.71492767334","22.083333969116"
"116.72498321533","7.0416665077209"
"116.73310089111","7"
"117.08952331543","42.532894134521"
"117.31610107422","34.321430206299"
"117.32503509521","11.25"
"118.05532073975","10.208333015442"
"118.08619689941","52.446430206299"
"118.09275054932","19.083333969116"
"118.10776519775","6.2249999046326"
"118.94387817383","121.11183929443"
"118.95314025879","47.556819915771"
"118.96269226074","20.125"
"118.97443389893","6.0178570747375"
"118.98910522461","7.3333334922791"
"119.04834747314","8.0138893127441"
"119.23485565186","16.333333969116"
"119.24745178223","5"
"120.0828704834","30.242647171021"
"120.09217071533","13.75"
"120.28241729736","14.375"
"120.30331420898","37.111843109131"
"120.31468963623","20.778846740723"
"120.39981842041","5"
"120.66492462158","11.011363983154"
"121.02998352051","149.44047546387"
"121.05109405518","198.02499389648"
"121.0640411377","140"
"121.08095550537","32.1428565979"
"121.09281158447","12.013889312744"
"121.12197113037","139.94117736816"
"121.13652038574","36.083332061768"
"121.15367889404","9.4499998092651"
"121.16681671143","8.125"
"121.19217681885","5"
"121.23999023438","11"
"121.51942443848","44"
"121.5326461792","8.0249996185303"
"121.54623413086","5"
"121.60324859619","16.013889312744"
"121.63623809814","8.0178575515747"
"121.6570892334","47.13586807251"
"121.66663360596","17.0625"
"122.01842498779","103.56402587891"
"122.03284454346","19.083333969116"
"122.04274749756","19.164474487305"
"122.05813598633","10.008333206177"
"122.45788574219","25.125"
"122.49419403076","6"
"122.68639373779","50.044998168945"
"122.69831085205","10.02499961853"
"123.4165802002","19.240385055542"
"123.42418670654","6.2249999046326"
"124.03894042969","92.224998474121"
"124.05966949463","14.333333015442"
"124.10875701904","11"
"124.57888031006","9.4464282989502"
"124.9112701416","5"
"124.92929077148","31.89999961853"
"124.93650817871","10"
"124.94525146484","7.75"
"125.18773651123","41.694442749023"
