"Scan #687",""
"m/z","Intensity"
"100.01670074463","36.160713195801"
"100.03619384766","69.333335876465"
"100.04383850098","22.333333969116"
"100.05393218994","5.5"
"100.11409759521","60.240383148193"
"100.13575744629","8.25"
"100.62770843506","43.440216064453"
"100.64736175537","5.25"
"101.03485870361","67.083335876465"
"101.04173278809","27.920454025269"
"101.05384063721","10.625"
"101.47798156738","21.208333969116"
"101.65704345703","21.375"
"101.83553314209","14.25"
"101.926902771","88.002449035645"
"101.93852996826","10"
"102.03443145752","5.1607141494751"
"102.04204559326","16"
"102.09065246582","189.15789794922"
"102.10916137695","13.347222328186"
"102.11927032471","6"
"102.12981414795","5.0833334922791"
"102.42681121826","10.125"
"102.51097106934","14.017857551575"
"102.91268157959","19.0178565979"
"103.61357116699","129.47116088867"
"103.63257598877","9.347222328186"
"103.64342498779","7"
"103.65580749512","5.0178570747375"
"103.76114654541","40.360294342041"
"103.95620727539","45.657608032227"
"103.96318817139","25.44642829895"
"103.98680877686","5.013888835907"
"104.43375396729","6.25"
"104.87110137939","29.0625"
"104.88762664795","20.408332824707"
"104.89768981934","14.050000190735"
"104.94383239746","16"
"104.95092773438","8.0178575515747"
"105.07161712646","107.7857131958"
"105.08756256104","25.25"
"105.10138702393","16.125"
"105.12400054932","6.0416665077209"
"105.14701080322","34.125"
"105.16640472412","6.013888835907"
"105.30717468262","15.009614944458"
"105.39827728271","15.017857551575"
"105.41082000732","20.049999237061"
"105.63536071777","26.011363983154"
"105.80335998535","9.0113639831543"
"105.93449401855","126.38293457031"
"105.9440536499","44.666667938232"
"105.95112609863","22.450000762939"
"105.95885467529","8.0625"
"105.98748779297","6.0625"
"106.03018951416","42.226852416992"
"106.04299926758","6.0833334922791"
"106.20040130615","8.0625"
"106.47859191895","8.5625"
"106.58903503418","34.111110687256"
"106.60330963135","10.347222328186"
"107.18347167969","18.0625"
"107.29663085938","15.160714149475"
"107.31147003174","19"
"107.31867218018","10"
"107.43250274658","13.160714149475"
"107.65851593018","9.5625"
"107.85959625244","18.125"
"107.86614990234","10.25"
"107.97362518311","34.799999237061"
"107.98152160645","10.375"
"108.18309783936","44.008335113525"
"108.19548034668","61.625"
"108.21292114258","15.041666984558"
"108.22309112549","5.25"
"108.22969818115","5.3333334922791"
"108.58999633789","71.003204345703"
"108.60384368896","10.035714149475"
"109.03159332275","87.04891204834"
"109.36015319824","21.009614944458"
"109.37331390381","8.4464282989502"
"109.75472259521","103.05921173096"
"109.76499938965","44.778846740723"
"109.77330780029","17.160715103149"
"109.79497528076","24.083333969116"
"109.80439758301","32.571430206299"
"109.81690216064","20.125"
"109.82517242432","7.2249999046326"
"110.01890563965","28.440217971802"
"110.02596282959","11.050000190735"
"110.18776702881","7.3333334922791"
"110.78312683105","13.25"
"110.7981338501","5"
"110.85522460938","32.28125"
"110.8639755249","5"
"111.21419525146","21.347221374512"
"111.36924743652","18.086538314819"
"111.3773651123","5"
"111.72717285156","7.0625"
"111.84635925293","122.33333587646"
"111.85758209229","34"
"112.43339538574","5.0178570747375"
"112.46523284912","34.444442749023"
"112.478515625","20.125"
"112.97114562988","51.385639190674"
"112.98115539551","5.0250000953674"
"113.05987548828","68.111488342285"
"113.07342529297","9.125"
"113.08797454834","43.166667938232"
"113.10304260254","9.009614944458"
"113.39298248291","5.2249999046326"
"113.93794250488","12.017857551575"
"113.94522094727","5"
"113.96324920654","135.44047546387"
"113.98384857178","15.284090995789"
"114.08319854736","23.160715103149"
"114.09362030029","12"
"114.69065856934","57.349998474121"
"114.70491790771","12.009614944458"
"114.71269989014","49.28125"
"114.72037506104","30.920454025269"
"114.73323822021","6.2249999046326"
"115.21620941162","10.125"
"115.69022369385","34.285713195801"
"117.27366638184","8.0500001907349"
"117.42132568359","21.5"
"117.42959594727","9.1607141494751"
"117.96321868896","5"
"117.99270629883","13.5625"
"118.08659362793","84.8125"
"118.10032653809","23.556818008423"
"118.10948944092","8.625"
"118.11892700195","6.625"
"118.21083068848","42"
"118.22142791748","12.25"
"118.83312225342","17.471153259277"
"118.84041595459","17.360294342041"
"118.84718322754","13.680555343628"
"118.85564422607","8.347222328186"
"119.05220031738","24.125"
"119.06008911133","11"
"119.09307098389","41.125"
"119.10166168213","18.013889312744"
"119.11109161377","8.0249996185303"
"119.638671875","14.041666984558"
"119.64747619629","6.25"
"119.91058349609","36.099998474121"
"119.92153167725","12.680555343628"
"120.00275421143","20.8928565979"
"120.01151275635","11.017857551575"
"120.47267150879","28.083333969116"
"120.48216247559","7.75"
"120.56146240234","24.75"
"120.57433319092","54.125"
"120.58515167236","14.03125"
"120.59516143799","18.160715103149"
"121.03205108643","78.059211730957"
"121.04991912842","531.5283203125"
"121.05793762207","143.0625"
"121.06922149658","66.185607910156"
"121.08344268799","17.1428565979"
"121.09325408936","14.166666984558"
"121.10890197754","21.889705657959"
"121.12371063232","6"
"121.13135528564","6.013888835907"
"121.20343017578","9.4464282989502"
"121.39228820801","90.889282226562"
"121.44298553467","56.125"
"121.45044708252","26.22500038147"
"121.80295562744","12.160714149475"
"121.81129455566","53.160713195801"
"121.82412719727","21.166666030884"
"122.03609466553","130.84616088867"
"122.04902648926","38.75"
"122.05804443359","13.449999809265"
"122.07578277588","10.041666984558"
"122.08358764648","7.1607141494751"
"122.36193847656","19"
"122.3709564209","15.041666984558"
"122.71971130371","13.408333778381"
"123.1083984375","9.1607141494751"
"124.5025100708","64.148811340332"
"124.51684570312","8.125"
"125.11134338379","27.125"
"125.12757873535","14.22500038147"
"125.37442016602","57.1875"
"125.39939880371","18.009614944458"
"125.40697479248","13.199999809265"
"125.49880218506","35.027778625488"
"125.5142364502","5.0833334922791"
"125.83753204346","8.0138893127441"
"126.00553131104","36.166667938232"
"126.45603942871","6.0178570747375"
"126.47731781006","8.0833330154419"
"126.73528289795","50.148811340332"
"126.74862670898","9.3333330154419"
"126.75495910645","7.0833334922791"
"127.03885650635","62"
